招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
桂林市政府集中采购中心,其他,龙胜各族自治县AI赋能中学课堂教学质量提升项目（一期）采购 品目,GLZC2026-G1-280035-GLSZ,2026-08-14 09:30:00,采购标的：AI赋能中学课堂教学质量提升项目（一期）；主要用途：用于提升中学课堂教学质量,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260723_26995301.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
铜陵学院,教育,2026年铜陵学院铜基新材料与先进制造学科群科研仪器设备更新改造项目-大数据与人工智能科研实践平台建设项目 品目,ZF2026-35-0442,2026-08-14 09:30:00,采购标的：大数据与人工智能科研实践平台；主要用途：用于铜陵学院铜基新材料与先进制造学科群的科研实践教学；核心需求：详见采购文件,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260725_27009079.htm,中,VZOOM财税大模型,匹配结论：VZOOM财税大模型 65分（依据：税务）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
AI赋能警务实战体能训测中心,其他,AI赋能警务实战体能训测中心智能化建设 品目,YNZC2026-G1-04453-YNJH-0108,2026-08-14 09:00:00,采购标的：AI赋能警务实战体能训测中心智能化建设的设备、软件及服务；主要用途：用于警务实战体能训测中心的智能化建设；核心需求：智慧田径场全域感知系统、警务实战技能AI训练系统、标准化智能体测室系统、智慧体育综合管理平台及移动应用、移动执裁与辅助终端、网络基础设施、驻场服务、硬件质保不少于3年原厂质保，软件终身使用权且不少于5年免费维护升级；模块/标包：AI赋能警务实战体能训测中心智能化建设（标项一,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260724_27006058.htm,前往官网确认,无明确匹配产品,匹配结论：本项目为警务实战体能训测中心智能化建设，采购标的主要为体育训练相关的AI系统、感知设备和综合管理平台，未体现企业级AI智能体、财税大模型或AI中台的任何核心功能需求，因此三个产品均无匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent/Skill、多智能体、知识库、智能问答或流程自动化等企业级AI智能体核心能力。（依据：采购原文列示的需求为：智慧田径场全域感知系统、警务实战技能AI训练系统、标准化智能体测室系统、智慧体育综合管理平台及移动应用、移动执裁与辅助终端、网络基础设施及驻场服务。）；VZOOM财税大模型：采购需求未体现任何财税场景（如税务、会计、核算、发票、报销、审计）相关需求。（依据：采购原文用途为“用于警务实战体能训测中心的智能化建设”，无财税相关内容。）；VZOOM AI中台：采购需求未体现AI中台/大模型平台、模型服务、推理平台、异构算力调度或统一数据治理等AI底座需求。（依据：采购原文包括“智慧体育综合管理平台”，但平台定位为体育训练管理，非企业AI服务底座；其他需求均为感知、训练、体测等具体应用模块。）,业务匹配度不是允许值
广西富明工程咨询有限公司,其他,AI赋能铝深加工生产线数智化改造项目（重） 预算总金额（元,BSZC2026-G1-310110-GXFM,2026-08-14 09:00:00,采购标的：高速扁线漆包机、立式高速拉丝漆包机；主要用途：用于铝深加工生产线的数智化改造,https://www.ggzy.gov.cn/information/deal/html/b/450000/0201/20260724/00456cd588231ddf4effa6f3a89a9d750cf1.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
红河学院,教育,红河学院平安校园AI基座智慧防控体系建设项目,YNZC2026-G1-04398-YNHH-0027,2026-08-14 09:00:00,采购标的：平安校园AI基座智慧防控体系；主要用途：用于红河学院校园安全防控,https://www.ggzy.gov.cn/information/deal/html/b/530000/0201/20260723/00537fea926495fb457e87ca9fe0e11d356f.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
合肥高新场景应用促进有限公司,其他,高新区“人工智能+”社会事业应用场景项目,2026AGGWZ50044,2026-08-14 09:00:00,采购标的：人工智能+社会事业应用场景相关建设；主要用途：用于高新区社会事业领域的智能化应用场景建设,https://www.ggzy.gov.cn/information/deal/html/b/340000/9001/20260724/0034e9793b02d2d846049f47e0116c635317.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中国信息通信研究院国际网络监测分析平台,互联网/科技,国际网络监测分析平台—数智平台及AI推理和训练 品目 服务/信息技术服务/其他信息技术服务,0701-264113027W57,2026-08-14 09:00:00,采购标的：数智平台及AI推理和训练服务；主要用途：用于建设国际网络监测分析平台，实现数智化与AI推理和训练能力；核心需求：自合同签订之日起30日历天内完成全部交付与部署调试，达到初验并试运行条件、投标人须对完整包进行投标，不得拆分包或只对包中部分货物及服务进行投标、不允许分包；模块/标包：数智平台及AI推理和训练,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202607/t20260724_27002896.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数35，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
海棠区公办初中防校园欺凌,其他,海棠区公办初中防校园欺凌AI语音监控项目,ZZYGJ-SY2026-F072481,2026-08-13 15:30:00,采购标的：AI语音监控系统（信息化设备）；主要用途：防校园欺凌,https://www.ggzy.gov.cn/information/deal/html/b/460000/0201/20260727/00464ce72385ce574435bfcc05cf2ccafe34.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
南京市江宁区电化教育中心,其他,江宁区人工智能教育应用实验教室建设设备,JSZC-320115-JSCC-G2026-0009,2026-08-13 14:00:00,采购标的：人工智能教育应用实验教室建设设备；主要用途：用于人工智能教育应用实验教学,https://www.ggzy.gov.cn/information/deal/html/b/320000/0201/20260723/0032767111465bff43a48816ad554ed420c0.html,低,无明确匹配产品,匹配结论：与VZOOM财税大模型存在潜在关联（50分，依据：纳税），但未达到明确产品匹配阈值。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数50，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
重庆人工智能学院,教育,重庆人工智能学院改造宿舍、行政办公区及科研实验室家具采购,CQS26A03401,2026-08-13 14:00:00,采购标的：宿舍、行政办公区及科研实验室家具；主要用途：为重庆人工智能学院改造后的宿舍、行政办公区及科研实验室配备家具,https://www.ggzy.gov.cn/information/deal/html/b/500000/0201/20260723/005033f0ed1d26c94d20b9f3cf9d777ce976.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
